,name,lat1,lat2,lon1,lon2,Number_of_shop,ratingMean,Number_of_rating_Mean,Number_of_busStop,Number_of_Mtr,Number_of_competitor,district,predicted_sales,has_shop,rent,disposal,cost_per_grid
165,012-001,22.4538862,22.4779884,113.839997,113.87176193333332,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
166,012-002,22.4538862,22.4779884,113.87176193333332,113.90352686666668,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
167,012-003,22.4538862,22.4779884,113.90352686666668,113.9352918,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
168,012-004,22.4538862,22.4779884,113.9352918,113.96705673333334,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
169,012-005,22.4538862,22.4779884,113.96705673333334,113.99882166666669,0,,,16,0,1,,3.1880719747244246,0,0.255045757977954,0.0,-0.255045757977954
170,012-006,22.4538862,22.4779884,113.99882166666669,114.0305866,0,,,52,0,0,,13.210452173745699,0,1.056836173899656,0.0,-1.056836173899656
171,012-007,22.4538862,22.4779884,114.0305866,114.06235153333334,0,,,12,0,0,,3.0485658862490075,0,0.2438852708999206,0.0,-0.2438852708999206
172,012-008,22.4538862,22.4779884,114.06235153333334,114.09411646666666,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
173,012-009,22.4538862,22.4779884,114.09411646666666,114.1258814,0,,,15,0,0,,3.810707357811259,0,0.3048565886249007,0.0,-0.3048565886249007
174,012-010,22.4538862,22.4779884,114.1258814,114.15764633333332,0,,,22,0,0,,5.58903745812318,0,0.4471229966498544,0.0,-0.4471229966498544
175,012-011,22.4538862,22.4779884,114.15764633333332,114.18941126666668,0,,,40,0,0,,10.16188628749669,0,0.8129509029997353,0.0,-0.8129509029997353
176,012-012,22.4538862,22.4779884,114.18941126666668,114.2211762,0,,,30,0,0,,7.621414715622518,0,0.6097131772498015,0.0,-0.6097131772498015
177,012-013,22.4538862,22.4779884,114.2211762,114.25294113333334,0,,,9,0,0,,2.2864244146867554,0,0.18291395317494044,0.0,-0.18291395317494044
178,012-014,22.4538862,22.4779884,114.25294113333334,114.28470606666669,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
179,012-015,22.4538862,22.4779884,114.28470606666669,114.316471,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
180,013-001,22.4779884,22.5020906,113.839997,113.87176193333332,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
181,013-002,22.4779884,22.5020906,113.87176193333332,113.90352686666668,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
182,013-003,22.4779884,22.5020906,113.90352686666668,113.9352918,0,,,0,0,6,,-5.2600952416455105,0,-0.42080761933164085,0.0,0.42080761933164085
183,013-004,22.4779884,22.5020906,113.9352918,113.96705673333334,0,,,1,0,1,,-0.6226353830868345,0,-0.04981083064694676,0.0,0.04981083064694676
184,013-005,22.4779884,22.5020906,113.96705673333334,113.99882166666669,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
185,013-006,22.4779884,22.5020906,113.99882166666669,114.0305866,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
186,013-007,22.4779884,22.5020906,114.0305866,114.06235153333334,0,,,7,0,0,,1.778330100311921,0,0.1422664080249537,0.0,-0.1422664080249537
