,name,lat1,lat2,lon1,lon2,Number_of_shop,ratingMean,Number_of_rating_Mean,Number_of_busStop,Number_of_Mtr,Number_of_competitor,district,predicted_sales,has_shop,rent,disposal,cost_per_grid
187,013-008,22.4779884,22.5020906,114.06235153333334,114.09411646666666,0,,,8,0,0,,2.032377257499338,0,0.16259018059994707,0.0,-0.16259018059994707
188,013-009,22.4779884,22.5020906,114.09411646666666,114.1258814,0,,,23,0,0,,5.843084615310597,0,0.4674467692248478,0.0,-0.4674467692248478
189,013-010,22.4779884,22.5020906,114.1258814,114.15764633333332,0,,,77,2,1,North,17.69126318593034,0,1.4153010548744271,0.0,-1.4153010548744271
190,013-011,22.4779884,22.5020906,114.15764633333332,114.18941126666668,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
191,013-012,22.4779884,22.5020906,114.18941126666668,114.2211762,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
192,013-013,22.4779884,22.5020906,114.2211762,114.25294113333334,0,,,8,0,0,,2.032377257499338,0,0.16259018059994707,0.0,-0.16259018059994707
193,013-014,22.4779884,22.5020906,114.25294113333334,114.28470606666669,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
194,013-015,22.4779884,22.5020906,114.28470606666669,114.316471,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
195,014-001,22.5020906,22.5261928,113.839997,113.87176193333332,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
196,014-002,22.5020906,22.5261928,113.87176193333332,113.90352686666668,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
197,014-003,22.5020906,22.5261928,113.90352686666668,113.9352918,0,,,0,0,9,,-7.890142862468266,0,-0.6312114289974613,0.0,0.6312114289974613
198,014-004,22.5020906,22.5261928,113.9352918,113.96705673333334,0,,,0,0,2,,-1.7533650805485035,0,-0.14026920644388027,0.0,0.14026920644388027
199,014-005,22.5020906,22.5261928,113.96705673333334,113.99882166666669,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
200,014-006,22.5020906,22.5261928,113.99882166666669,114.0305866,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
201,014-007,22.5020906,22.5261928,114.0305866,114.06235153333334,0,,,0,0,8,,-7.013460322194014,0,-0.5610768257755211,0.0,0.5610768257755211
202,014-008,22.5020906,22.5261928,114.06235153333334,114.09411646666666,0,,,13,0,1,,2.425930503162173,0,0.19407444025297385,0.0,-0.19407444025297385
203,014-009,22.5020906,22.5261928,114.09411646666666,114.1258814,0,,,19,0,0,,4.826895986560928,0,0.3861516789248743,0.0,-0.3861516789248743
204,014-010,22.5020906,22.5261928,114.1258814,114.15764633333332,0,,,26,0,1,,5.728543546598598,0,0.4582834837278878,0.0,-0.4582834837278878
205,014-011,22.5020906,22.5261928,114.15764633333332,114.18941126666668,0,,,28,0,0,,7.113320401247684,0,0.5690656320998148,0.0,-0.5690656320998148
206,014-012,22.5020906,22.5261928,114.18941126666668,114.2211762,0,,,1,0,0,,0.25404715718741727,0,0.020323772574993383,0.0,-0.020323772574993383
207,014-013,22.5020906,22.5261928,114.2211762,114.25294113333334,0,,,4,0,0,,1.016188628749669,0,0.08129509029997353,0.0,-0.08129509029997353
208,014-014,22.5020906,22.5261928,114.25294113333334,114.28470606666669,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
209,014-015,22.5020906,22.5261928,114.28470606666669,114.316471,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
210,015-001,22.5261928,22.550295,113.839997,113.87176193333332,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
211,015-002,22.5261928,22.550295,113.87176193333332,113.90352686666668,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
212,015-003,22.5261928,22.550295,113.90352686666668,113.9352918,0,,,0,0,4,,-3.506730161097007,0,-0.28053841288776055,0.0,0.28053841288776055
213,015-004,22.5261928,22.550295,113.9352918,113.96705673333334,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
214,015-005,22.5261928,22.550295,113.96705673333334,113.99882166666669,0,,,0,0,3,,-2.6300476208227552,0,-0.21040380966582042,0.0,0.21040380966582042
215,015-006,22.5261928,22.550295,113.99882166666669,114.0305866,0,,,0,0,3,,-2.6300476208227552,0,-0.21040380966582042,0.0,0.21040380966582042
216,015-007,22.5261928,22.550295,114.0305866,114.06235153333334,0,,,0,0,1,,-0.8766825402742517,0,-0.07013460322194014,0.0,0.07013460322194014
217,015-008,22.5261928,22.550295,114.06235153333334,114.09411646666666,0,,,0,0,1,,-0.8766825402742517,0,-0.07013460322194014,0.0,0.07013460322194014
218,015-009,22.5261928,22.550295,114.09411646666666,114.1258814,0,,,3,1,6,,-4.994796458696527,0,-0.3995837166957222,0.0,0.3995837166957222
219,015-010,22.5261928,22.550295,114.1258814,114.15764633333332,0,,,22,0,4,,2.0823072970261727,0,0.1665845837620938,0.0,-0.1665845837620938
220,015-011,22.5261928,22.550295,114.15764633333332,114.18941126666668,0,,,2,0,0,,0.5080943143748345,0,0.040647545149986766,0.0,-0.040647545149986766
221,015-012,22.5261928,22.550295,114.18941126666668,114.2211762,0,,,20,0,0,,5.080943143748345,0,0.40647545149986763,0.0,-0.40647545149986763
222,015-013,22.5261928,22.550295,114.2211762,114.25294113333334,1,3.6,22.0,1,0,0,,0.25404715718741727,1,0.020323772574993383,12.611537753638338,12.591213981063344
223,015-014,22.5261928,22.550295,114.25294113333334,114.28470606666669,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
224,015-015,22.5261928,22.550295,114.28470606666669,114.316471,0,,,0,0,0,,0.0,0,0.0,0.0,0.0
