id,STOP_ID,X,Y,LAST_UPDATE_DATE_STR,geometry,longitude,latitude
GS_BUS_STOP_VIEW.9462,9462,828564,824092,10/24/2022,POINT (114.10208011866021 22.35593860824835),114.10208011866021,22.35593860824835
GS_BUS_STOP_VIEW.9463,9463,828697,824006,10/24/2022,POINT (114.10337175497311 22.355162572150817),114.10337175497311,22.355162572150817
GS_BUS_STOP_VIEW.9466,9466,831025,823590,10/24/2022,POINT (114.12597436351513 22.351414537510546),114.12597436351513,22.351414537510546
GS_BUS_STOP_VIEW.9468,9468,830635,823961,10/24/2022,POINT (114.12218686670894 22.35476363940067),114.12218686670894,22.35476363940067
GS_BUS_STOP_VIEW.9470,9470,830270,825249,10/24/2022,POINT (114.11863846444848 22.366393745345064),114.11863846444848,22.366393745345064
GS_BUS_STOP_VIEW.9471,9471,830294,825254,10/24/2022,POINT (114.11887146698054 22.36643898163611),114.11887146698054,22.36643898163611
GS_BUS_STOP_VIEW.9474,9474,830933,825692,10/24/2022,POINT (114.12507419730902 22.370396459063475),114.12507419730902,22.370396459063475
GS_BUS_STOP_VIEW.9476,9476,831068,825781,10/24/2022,POINT (114.12638468969921 22.37120059043041),114.12638468969921,22.37120059043041
GS_BUS_STOP_VIEW.9477,9477,831311,825834,10/24/2022,POINT (114.12874394651224 22.371679926940047),114.12874394651224,22.371679926940047
GS_BUS_STOP_VIEW.9479,9479,831485,825753,10/24/2022,POINT (114.13043365687963 22.370948946893645),114.13043365687963,22.370948946893645
GS_BUS_STOP_VIEW.9481,9481,831640,825673,10/24/2022,POINT (114.13193886652395 22.3702269285795),114.13193886652395,22.3702269285795
GS_BUS_STOP_VIEW.9482,9482,831755,825682,10/24/2022,POINT (114.13305543194299 22.37030850926205),114.13305543194299,22.37030850926205
GS_BUS_STOP_VIEW.9484,9484,831705,825594,10/24/2022,POINT (114.13257020861643 22.369513690099936),114.13257020861643,22.369513690099936
GS_BUS_STOP_VIEW.9486,9486,831755,825325,10/24/2022,POINT (114.1330564398977 22.367084607589874),114.1330564398977,22.367084607589874
GS_BUS_STOP_VIEW.9487,9487,831952,825363,10/24/2022,POINT (114.13496906306314 22.367428274042354),114.13496906306314,22.367428274042354
GS_BUS_STOP_VIEW.9489,9489,831629,824838,10/24/2022,POINT (114.13183448529212 22.3626863986607),114.13183448529212,22.3626863986607
GS_BUS_STOP_VIEW.9491,9491,831522,824508,10/24/2022,POINT (114.13079660574842 22.359706026749652),114.13079660574842,22.359706026749652
GS_BUS_STOP_VIEW.9493,9493,831468,824326,10/24/2022,POINT (114.13027287919056 22.35806231720196),114.13027287919056,22.35806231720196
GS_BUS_STOP_VIEW.9494,9494,831013,824133,10/24/2022,POINT (114.12585608147717 22.35631809084301),114.12585608147717,22.35631809084301
GS_BUS_STOP_VIEW.9496,9496,831061,824336,10/24/2022,POINT (114.1263214295245 22.358151438264326),114.1263214295245,22.358151438264326
GS_BUS_STOP_VIEW.9499,9499,831473,824990,10/24/2022,POINT (114.13031943129081 22.36405861305369),114.13031943129081,22.36405861305369
GS_BUS_STOP_VIEW.9501,9501,831234,824152,01/20/2023,POINT (114.12800160471312 22.356490332506088),114.12800160471312,22.356490332506088
GS_BUS_STOP_VIEW.9503,9503,830688,824903,10/24/2022,POINT (114.12269812534721 22.363270586743045),114.12269812534721,22.363270586743045
GS_BUS_STOP_VIEW.9505,9505,830483,824718,10/24/2022,POINT (114.120708449483 22.361599258675017),114.120708449483,22.361599258675017
GS_BUS_STOP_VIEW.9506,9506,830659,824683,10/24/2022,POINT (114.12241733614952 22.361283772987917),114.12241733614952,22.361283772987917
GS_BUS_STOP_VIEW.9508,9508,830678,824511,10/24/2022,POINT (114.12260240590392 22.359730581220855),114.12260240590392,22.359730581220855
GS_BUS_STOP_VIEW.9510,9510,830895,824636,10/24/2022,POINT (114.12470878602761 22.360860091290593),114.12470878602761,22.360860091290593
GS_BUS_STOP_VIEW.9511,9511,831142,824913,10/24/2022,POINT (114.12710598023662 22.363362306093865),114.12710598023662,22.363362306093865
GS_BUS_STOP_VIEW.9135,9135,836725,821239,10/24/2022,POINT (114.18131033286852 22.33019158894472),114.18131033286852,22.33019158894472
GS_BUS_STOP_VIEW.9136,9136,836747,821848,10/24/2022,POINT (114.18152406460757 22.335691205769187),114.18152406460757,22.335691205769187
GS_BUS_STOP_VIEW.9137,9137,836772,822148,10/24/2022,POINT (114.1817668373505 22.33840037101828),114.1817668373505,22.33840037101828
GS_BUS_STOP_VIEW.9138,9138,836777,821602,10/24/2022,POINT (114.18181519854201 22.333469674985324),114.18181519854201,22.333469674985324
GS_BUS_STOP_VIEW.9139,9139,836786,821591,10/24/2022,POINT (114.18190255742991 22.33337033590731),114.18190255742991,22.33337033590731
GS_BUS_STOP_VIEW.9140,9140,836774,821405,10/24/2022,POINT (114.18178601487143 22.33169065165398),114.18178601487143,22.33169065165398
GS_BUS_STOP_VIEW.9141,9141,836795,821372,10/24/2022,POINT (114.18198984711202 22.3313926361218),114.18198984711202,22.3313926361218
GS_BUS_STOP_VIEW.9142,9142,836791,821187,10/24/2022,POINT (114.18195095894221 22.32972197967144),114.18195095894221,22.32972197967144
GS_BUS_STOP_VIEW.9143,9143,836801,821144,10/24/2022,POINT (114.18204801132981 22.329333661498367),114.18204801132981,22.329333661498367
GS_BUS_STOP_VIEW.9144,9144,836785,821046,10/24/2022,POINT (114.18189267290303 22.328448669199428),114.18189267290303,22.328448669199428
GS_BUS_STOP_VIEW.9145,9145,836795,820986,10/24/2022,POINT (114.1819897189266 22.327906831056954),114.1819897189266,22.327906831056954
GS_BUS_STOP_VIEW.9146,9146,837103,821108,10/24/2022,POINT (114.18497940254488 22.329008439628097),114.18497940254488,22.329008439628097
GS_BUS_STOP_VIEW.9147,9147,837091,821121,10/24/2022,POINT (114.18486292966493 22.32912584302969),114.18486292966493,22.32912584302969
GS_BUS_STOP_VIEW.9149,9149,837603,822587,10/24/2022,POINT (114.18983395743923 22.342364345184055),114.18983395743923,22.342364345184055
GS_BUS_STOP_VIEW.9150,9150,836848,822387,10/24/2022,POINT (114.18250467821336 22.34055865361203),114.18250467821336,22.34055865361203
GS_BUS_STOP_VIEW.9151,9151,836908,822506,10/24/2022,POINT (114.18308717212929 22.341633270043005),114.18308717212929,22.341633270043005
GS_BUS_STOP_VIEW.9152,9152,837683,823003,10/24/2022,POINT (114.19061093129169 22.346120996734022),114.19061093129169,22.346120996734022
GS_BUS_STOP_VIEW.9153,9153,837554,822972,10/24/2022,POINT (114.18935859777517 22.345841150905752),114.18935859777517,22.345841150905752
GS_BUS_STOP_VIEW.9154,9154,837513,822969,10/24/2022,POINT (114.18896057569376 22.34581408949994),114.18896057569376,22.34581408949994
GS_BUS_STOP_VIEW.9155,9155,837322,822967,10/24/2022,POINT (114.18710638521256 22.34579615658302),114.18710638521256,22.34579615658302
GS_BUS_STOP_VIEW.9156,9156,837294,822971,10/24/2022,POINT (114.18683456951835 22.34583229585514),114.18683456951835,22.34583229585514
GS_BUS_STOP_VIEW.9157,9157,837371,823035,10/24/2022,POINT (114.18758211428111 22.34641020411422),114.18758211428111,22.34641020411422
GS_BUS_STOP_VIEW.9158,9158,836869,822686,10/24/2022,POINT (114.18270864748399 22.343258786611948),114.18270864748399,22.343258786611948
GS_BUS_STOP_VIEW.9159,9159,836638,822569,10/24/2022,POINT (114.18046615991729 22.342202275915973),114.18046615991729,22.342202275915973
GS_BUS_STOP_VIEW.9160,9160,836760,822363,10/24/2022,POINT (114.18165041667343 22.340341947564745),114.18165041667343,22.340341947564745
GS_BUS_STOP_VIEW.9161,9161,835044,822366,10/24/2022,POINT (114.16499248544005 22.34036867839426),114.16499248544005,22.34036867839426
GS_BUS_STOP_VIEW.9162,9162,835064,822387,10/24/2022,POINT (114.16518661807987 22.340558334452187),114.16518661807987,22.340558334452187
GS_BUS_STOP_VIEW.9164,9164,834998,822381,10/24/2022,POINT (114.16454593227661 22.340504103712973),114.16454593227661,22.340504103712973
GS_BUS_STOP_VIEW.9165,9165,835844,822673,10/24/2022,POINT (114.17275834058083 22.34314144460781),114.17275834058083,22.34314144460781
GS_BUS_STOP_VIEW.9166,9166,835858,822610,10/24/2022,POINT (114.17289426312175 22.342572522159625),114.17289426312175,22.342572522159625
GS_BUS_STOP_VIEW.9168,9168,835003,821418,10/24/2022,POINT (114.16459522817065 22.331807663074347),114.16459522817065,22.331807663074347
GS_BUS_STOP_VIEW.9169,9169,835014,821431,10/24/2022,POINT (114.16470199311601 22.331925068645095),114.16470199311601,22.331925068645095
GS_BUS_STOP_VIEW.9170,9170,834843,821722,10/24/2022,POINT (114.16304186599702 22.334552834352355),114.16304186599702,22.334552834352355
GS_BUS_STOP_VIEW.9171,9171,834771,821809,10/24/2022,POINT (114.16234287963054 22.33533843356295),114.16234287963054,22.33533843356295
GS_BUS_STOP_VIEW.9172,9172,836020,821126,10/24/2022,POINT (114.17446711573544 22.32917117772339),114.17446711573544,22.32917117772339
GS_BUS_STOP_VIEW.9173,9173,836054,821443,10/24/2022,POINT (114.17479710015714 22.332033876698933),114.17479710015714,22.332033876698933
GS_BUS_STOP_VIEW.9174,9174,836120,821630,10/24/2022,POINT (114.17543773501038 22.333722601838108),114.17543773501038,22.333722601838108
GS_BUS_STOP_VIEW.9175,9175,835169,821480,10/24/2022,POINT (114.16620651903658 22.33236767268402),114.16620651903658,22.33236767268402
GS_BUS_STOP_VIEW.9176,9176,835164,821494,10/24/2022,POINT (114.16615797508847 22.332494097612265),114.16615797508847,22.332494097612265
GS_BUS_STOP_VIEW.9177,9177,835388,821739,10/24/2022,POINT (114.16833218092134 22.33470671796717),114.16833218092134,22.33470671796717
GS_BUS_STOP_VIEW.9179,9179,835385,821770,10/24/2022,POINT (114.16830304281663 22.334986664329993),114.16830304281663,22.334986664329993
GS_BUS_STOP_VIEW.9181,9181,835384,821934,10/24/2022,POINT (114.1682932456115 22.336467678316634),114.1682932456115,22.336467678316634
GS_BUS_STOP_VIEW.9183,9183,835471,821987,10/24/2022,POINT (114.16913774136627 22.336946341095533),114.16913774136627,22.336946341095533
GS_BUS_STOP_VIEW.9184,9184,835316,822174,10/24/2022,POINT (114.1676330172879 22.338634979991742),114.1676330172879,22.338634979991742
GS_BUS_STOP_VIEW.9186,9186,835082,821620,10/24/2022,POINT (114.16536191834786 22.333631896202405),114.16536191834786,22.333631896202405
GS_BUS_STOP_VIEW.9189,9189,835092,821861,10/24/2022,POINT (114.16545881141768 22.335808272156598),114.16545881141768,22.335808272156598
GS_BUS_STOP_VIEW.9192,9192,835176,821394,10/24/2022,POINT (114.1662745255413 22.331591047217852),114.1662745255413,22.331591047217852
GS_BUS_STOP_VIEW.9194,9194,835353,821418,10/24/2022,POINT (114.16799261761201 22.33180788395352),114.16799261761201,22.33180788395352
GS_BUS_STOP_VIEW.9196,9196,835516,821397,10/24/2022,POINT (114.16957484023317 22.331618320319265),114.16957484023317,22.331618320319265
GS_BUS_STOP_VIEW.9198,9198,835764,821208,10/24/2022,POINT (114.17198218909604 22.329911630257648),114.17198218909604,22.329911630257648
GS_BUS_STOP_VIEW.9199,9199,835726,821332,10/24/2022,POINT (114.1716132930042 22.331031410986203),114.1716132930042,22.331031410986203
GS_BUS_STOP_VIEW.9201,9201,835785,821006,10/24/2022,POINT (114.17218609010109 22.328087458307742),114.17218609010109,22.328087458307742
GS_BUS_STOP_VIEW.9203,9203,835819,821350,10/24/2022,POINT (114.17251601793177 22.331193987998816),114.17251601793177,22.331193987998816
GS_BUS_STOP_VIEW.9204,9204,835717,821615,10/24/2022,POINT (114.17152583539126 22.333587062311445),114.17152583539126,22.333587062311445
GS_BUS_STOP_VIEW.9208,9208,836010,821795,10/24/2022,POINT (114.17436994330001 22.335212634463723),114.17436994330001,22.335212634463723
GS_BUS_STOP_VIEW.9210,9210,834803,821076,10/24/2022,POINT (114.16265417490149 22.328719045814246),114.16265417490149,22.328719045814246
GS_BUS_STOP_VIEW.9211,9211,834781,821119,10/24/2022,POINT (114.16244058958438 22.329107342089834),114.16244058958438,22.329107342089834
GS_BUS_STOP_VIEW.9213,9213,834509,821247,10/24/2022,POINT (114.15980024321372 22.33026300075982),114.15980024321372,22.33026300075982
GS_BUS_STOP_VIEW.9215,9215,834700,821371,10/24/2022,POINT (114.16165410556046 22.33138297705687),114.16165410556046,22.33138297705687
GS_BUS_STOP_VIEW.9216,9216,834677,821358,10/24/2022,POINT (114.1614308621086 22.331265558446315),114.1614308621086,22.331265558446315
GS_BUS_STOP_VIEW.9218,9218,835098,821009,10/24/2022,POINT (114.16551767457831 22.32811422181826),114.16551767457831,22.32811422181826
GS_BUS_STOP_VIEW.9220,9220,834102,821544,10/24/2022,POINT (114.15584920715354 22.332944619830208),114.15584920715354,22.332944619830208
GS_BUS_STOP_VIEW.9223,9223,833588,822143,10/24/2022,POINT (114.15085885632696 22.338353211747297),114.15085885632696,22.338353211747297
GS_BUS_STOP_VIEW.9224,9224,833844,822083,10/24/2022,POINT (114.15334401055154 22.337811756647955),114.15334401055154,22.337811756647955
GS_BUS_STOP_VIEW.9226,9226,834210,821782,10/24/2022,POINT (114.15689724746103 22.33509402963405),114.15689724746103,22.33509402963405
GS_BUS_STOP_VIEW.9228,9228,834386,821604,10/24/2022,POINT (114.15860589783303 22.33348678800238),114.15860589783303,22.33348678800238
GS_BUS_STOP_VIEW.9229,9229,834495,821540,10/24/2022,POINT (114.15966402533695 22.332908946499586),114.15966402533695,22.332908946499586
GS_BUS_STOP_VIEW.9232,9232,834990,821252,10/24/2022,POINT (114.16446917151957 22.330308577008758),114.16446917151957,22.330308577008758
GS_BUS_STOP_VIEW.9234,9234,834889,821447,10/24/2022,POINT (114.1634886249975 22.3320694625823),114.1634886249975,22.3320694625823
GS_BUS_STOP_VIEW.9235,9235,834692,821504,10/24/2022,POINT (114.16157632057003 22.332584036921954),114.16157632057003,22.332584036921954
GS_BUS_STOP_VIEW.9237,9237,834213,822009,10/24/2022,POINT (114.15692607768017 22.337143973802107),114.15692607768017,22.337143973802107
GS_BUS_STOP_VIEW.9239,9239,833461,822205,10/24/2022,POINT (114.14962592326773 22.338912904911957),114.14962592326773,22.338912904911957
GS_BUS_STOP_VIEW.9240,9240,833299,822144,10/24/2022,POINT (114.14805345085695 22.338361768357725),114.14805345085695,22.338361768357725
GS_BUS_STOP_VIEW.8152,8152,845958,819789,10/24/2022,POINT (114.27092360901487 22.317069996265733),114.27092360901487,22.317069996265733
GS_BUS_STOP_VIEW.8153,8153,844955,819781,10/24/2022,POINT (114.26118865168733 22.317003108146295),114.26118865168733,22.317003108146295
GS_BUS_STOP_VIEW.8154,8154,844627,820475,01/19/2023,POINT (114.25800877611637 22.32327195892114),114.25800877611637,22.32327195892114
GS_BUS_STOP_VIEW.8155,8155,844692,820527,10/24/2022,POINT (114.25863995463139 22.32374123199485),114.25863995463139,22.32374123199485
GS_BUS_STOP_VIEW.8156,8156,844368,820253,10/24/2022,POINT (114.25549373947503 22.321268408774927),114.25549373947503,22.321268408774927
GS_BUS_STOP_VIEW.8157,8157,844785,819139,10/24/2022,POINT (114.25953525157732 22.311206318565095),114.25953525157732,22.311206318565095
GS_BUS_STOP_VIEW.8158,8158,844716,819078,10/24/2022,POINT (114.2588652576596 22.310655792379773),114.2588652576596,22.310655792379773
GS_BUS_STOP_VIEW.8159,8159,844715,819052,10/24/2022,POINT (114.25885541515532 22.310421001810237),114.25885541515532,22.310421001810237
GS_BUS_STOP_VIEW.8160,8160,844580,819029,10/24/2022,POINT (114.2575450750446 22.310213955421997),114.2575450750446,22.310213955421997
GS_BUS_STOP_VIEW.8161,8161,844604,818871,10/24/2022,POINT (114.25777718037939 22.308787005061756),114.25777718037939,22.308787005061756
GS_BUS_STOP_VIEW.8163,8163,844138,818802,10/24/2022,POINT (114.25325420576262 22.30816608770033),114.25325420576262,22.30816608770033
GS_BUS_STOP_VIEW.8164,8164,844155,818634,10/24/2022,POINT (114.25341836655673 22.30664886908953),114.25341836655673,22.30664886908953
GS_BUS_STOP_VIEW.8168,8168,844622,819479,10/24/2022,POINT (114.25795504651815 22.314277519187513),114.25795504651815,22.314277519187513
GS_BUS_STOP_VIEW.8169,8169,844007,819831,10/24/2022,POINT (114.25198780052261 22.317459163218093),114.25198780052261,22.317459163218093
GS_BUS_STOP_VIEW.8170,8170,844253,819902,10/24/2022,POINT (114.25437578799314 22.318099210754408),114.25437578799314,22.318099210754408
GS_BUS_STOP_VIEW.8171,8171,843835,820262,10/24/2022,POINT (114.25032043610906 22.321352111496456),114.25032043610906,22.321352111496456
GS_BUS_STOP_VIEW.8172,8172,843361,820051,10/24/2022,POINT (114.24571881103333 22.31944867771172),114.24571881103333,22.31944867771172
GS_BUS_STOP_VIEW.8173,8173,843231,820146,10/24/2022,POINT (114.24445744884578 22.320307114729836),114.24445744884578,22.320307114729836
GS_BUS_STOP_VIEW.8174,8174,843176,820213,10/24/2022,POINT (114.24392390669018 22.320912385848658),114.24392390669018,22.320912385848658
GS_BUS_STOP_VIEW.8175,8175,843817,820416,10/24/2022,POINT (114.2501464528779 22.322742900587457),114.2501464528779,22.322742900587457
GS_BUS_STOP_VIEW.8176,8176,843690,820424,10/24/2022,POINT (114.24891380353057 22.322815698016473),114.24891380353057,22.322815698016473
GS_BUS_STOP_VIEW.8178,8178,842679,818932,10/24/2022,POINT (114.23909486034825 22.309346119265275),114.23909486034825,22.309346119265275
GS_BUS_STOP_VIEW.8179,8179,842532,818715,10/24/2022,POINT (114.23766733696478 22.307387020062738),114.23766733696478,22.307387020062738
GS_BUS_STOP_VIEW.8180,8180,842633,818252,10/24/2022,POINT (114.23864571528208 22.303205479324603),114.23864571528208,22.303205479324603
GS_BUS_STOP_VIEW.8181,8181,842884,817681,10/24/2022,POINT (114.24107927293056 22.298048054674243),114.24107927293056,22.298048054674243
GS_BUS_STOP_VIEW.8182,8182,842874,817662,10/24/2022,POINT (114.24098214971754 22.297876511427702),114.24098214971754,22.297876511427702
GS_BUS_STOP_VIEW.8183,8183,842970,817537,10/24/2022,POINT (114.24191325652346 22.296747313757365),114.24191325652346,22.296747313757365
GS_BUS_STOP_VIEW.8184,8184,842980,817528,10/24/2022,POINT (114.24201026279844 22.296665999279895),114.24201026279844,22.296665999279895
GS_BUS_STOP_VIEW.8185,8185,842742,817497,10/24/2022,POINT (114.23970049222363 22.296386961519875),114.23970049222363,22.296386961519875
GS_BUS_STOP_VIEW.8190,8190,842543,817078,10/24/2022,POINT (114.23776768120754 22.292603869638153),114.23776768120754,22.292603869638153
GS_BUS_STOP_VIEW.8191,8191,842437,817024,10/24/2022,POINT (114.23673883744682 22.292116599145178),114.23673883744682,22.292116599145178
GS_BUS_STOP_VIEW.8192,8192,842700,817683,10/24/2022,POINT (114.23929365522764 22.298066813107784),114.23929365522764,22.298066813107784
GS_BUS_STOP_VIEW.8193,8193,842635,817822,10/24/2022,POINT (114.238663415839 22.29932230982852),114.238663415839,22.29932230982852
GS_BUS_STOP_VIEW.8194,8194,842630,817910,10/24/2022,POINT (114.23861524243051 22.300117022102985),114.23861524243051,22.300117022102985
GS_BUS_STOP_VIEW.8195,8195,842570,818031,10/24/2022,POINT (114.23803344059623 22.3012099466361),114.23803344059623,22.3012099466361
GS_BUS_STOP_VIEW.8196,8196,842544,818034,10/24/2022,POINT (114.23778112998212 22.30123713345211),114.23778112998212,22.30123713345211
GS_BUS_STOP_VIEW.8198,8198,842189,818837,10/24/2022,POINT (114.23433892728187 22.308489967942165),114.23433892728187,22.308489967942165
GS_BUS_STOP_VIEW.8199,8199,842249,819005,10/24/2022,POINT (114.23492186746118 22.310006901456607),114.23492186746118,22.310006901456607
GS_BUS_STOP_VIEW.8201,8201,842295,819036,10/24/2022,POINT (114.23536842863867 22.310286689551525),114.23536842863867,22.310286689551525
GS_BUS_STOP_VIEW.8202,8202,842099,819066,10/24/2022,POINT (114.23346629239508 22.310558282950108),114.23346629239508,22.310558282950108
GS_BUS_STOP_VIEW.8203,8203,841592,818926,10/24/2022,POINT (114.22854521252896 22.30929564233273),114.22854521252896,22.30929564233273
GS_BUS_STOP_VIEW.8205,8205,841304,818805,10/24/2022,POINT (114.22574971503208 22.308203806450443),114.22574971503208,22.308203806450443
GS_BUS_STOP_VIEW.8207,8207,840895,818760,10/24/2022,POINT (114.22178016147237 22.307798577818144),114.22178016147237,22.307798577818144
GS_BUS_STOP_VIEW.8209,8209,840678,819218,10/24/2022,POINT (114.21967540272017 22.31193516377558),114.21967540272017,22.31193516377558
GS_BUS_STOP_VIEW.8211,8211,840520,819345,10/24/2022,POINT (114.218142278999 22.313082447817195),114.218142278999,22.313082447817195
GS_BUS_STOP_VIEW.8213,8213,840355,819524,10/24/2022,POINT (114.21654132377316 22.314699324982417),114.21654132377316,22.314699324982417
GS_BUS_STOP_VIEW.8214,8214,840202,819674,10/24/2022,POINT (114.21505672940968 22.31605427137085),114.21505672940968,22.31605427137085
GS_BUS_STOP_VIEW.8217,8217,840259,819739,10/24/2022,POINT (114.21561011848529 22.316641128749577),114.21561011848529,22.316641128749577
GS_BUS_STOP_VIEW.8219,8219,840694,819572,01/19/2023,POINT (114.21983166901147 22.31513195457583),114.21983166901147,22.31513195457583
GS_BUS_STOP_VIEW.8221,8221,840780,819490,10/24/2022,POINT (114.22066612552145 22.3143912221318),114.22066612552145,22.3143912221318
GS_BUS_STOP_VIEW.8222,8222,840866,819456,10/24/2022,POINT (114.22150071113957 22.314083954045106),114.22150071113957,22.314083954045106
GS_BUS_STOP_VIEW.8224,8224,840963,819417,10/24/2022,POINT (114.22244203977891 22.313731498675903),114.22244203977891,22.313731498675903
GS_BUS_STOP_VIEW.8226,8226,841378,819349,10/24/2022,POINT (114.2264696357941 22.313116235177244),114.2264696357941,22.313116235177244
GS_BUS_STOP_VIEW.8227,8227,841668,819206,01/20/2023,POINT (114.22928375729646 22.31182397366977),114.22928375729646,22.31182397366977
GS_BUS_STOP_VIEW.8229,8229,841689,819468,10/24/2022,POINT (114.22948845890608 22.314189924281333),114.22948845890608,22.314189924281333
GS_BUS_STOP_VIEW.8231,8231,841630,819826,10/24/2022,POINT (114.22891702769817 22.31742306218072),114.22891702769817,22.31742306218072
GS_BUS_STOP_VIEW.8232,8232,841652,819813,10/24/2022,POINT (114.22913051218374 22.31730559574046),114.22913051218374,22.31730559574046
GS_BUS_STOP_VIEW.8235,8235,841221,819573,10/24/2022,POINT (114.22494656065365 22.315139548207025),114.22494656065365,22.315139548207025
GS_BUS_STOP_VIEW.8239,8239,841010,819793,10/24/2022,POINT (114.22289931598095 22.317126873876667),114.22289931598095,22.317126873876667
GS_BUS_STOP_VIEW.8243,8243,841032,820008,10/24/2022,POINT (114.22311348394199 22.319068390594097),114.22311348394199,22.319068390594097
GS_BUS_STOP_VIEW.8245,8245,841902,820015,10/24/2022,POINT (114.23155767838966 22.31912897453013),114.23155767838966,22.31912897453013
GS_BUS_STOP_VIEW.8247,8247,842480,819607,10/24/2022,POINT (114.23716613119215 22.315442502435516),114.23716613119215,22.315442502435516
GS_BUS_STOP_VIEW.8250,8250,842364,819855,10/24/2022,POINT (114.23604121573429 22.317682504480576),114.23604121573429,22.317682504480576
GS_BUS_STOP_VIEW.8251,8251,841563,820556,10/24/2022,POINT (114.22826915317596 22.32401560012486),114.22826915317596,22.32401560012486
GS_BUS_STOP_VIEW.8253,8253,841292,821099,10/24/2022,POINT (114.22564045578635 22.32892002023965),114.22564045578635,22.32892002023965
GS_BUS_STOP_VIEW.8255,8255,841457,821231,10/24/2022,POINT (114.22724247706539 22.330111566592937),114.22724247706539,22.330111566592937
GS_BUS_STOP_VIEW.8256,8256,841313,821424,10/24/2022,POINT (114.22584532030822 22.331854896949544),114.22584532030822,22.331854896949544
GS_BUS_STOP_VIEW.8258,8258,840984,821435,10/24/2022,POINT (114.22265180656225 22.331955167638625),114.22265180656225,22.331955167638625
GS_BUS_STOP_VIEW.8260,8260,841790,821713,10/24/2022,POINT (114.23047647476407 22.33446326685114),114.23047647476407,22.33446326685114
GS_BUS_STOP_VIEW.8261,8261,842277,821597,10/24/2022,POINT (114.23520335096111 22.33341408647778),114.23520335096111,22.33341408647778
GS_BUS_STOP_VIEW.8263,8263,842443,821618,10/24/2022,POINT (114.23681478299956 22.33360314014621),114.23681478299956,22.33360314014621
GS_BUS_STOP_VIEW.8265,8265,842972,821859,10/24/2022,POINT (114.24195076778234 22.33577752603403),114.24195076778234,22.33577752603403
GS_BUS_STOP_VIEW.8266,8266,843059,822018,10/24/2022,POINT (114.24279596047637 22.337213045053808),114.24279596047637,22.337213045053808
GS_BUS_STOP_VIEW.8268,8268,843453,822312,10/24/2022,POINT (114.24662191650454 22.339866429603394),114.24662191650454,22.339866429603394
GS_BUS_STOP_VIEW.8269,8269,843957,822685,10/24/2022,POINT (114.25151622893233 22.343232648167866),114.25151622893233,22.343232648167866
GS_BUS_STOP_VIEW.8270,8270,844242,822744,10/24/2022,POINT (114.25428319204133 22.343764152154947),114.25428319204133,22.343764152154947
GS_BUS_STOP_VIEW.8271,8271,844522,822584,10/24/2022,POINT (114.25700050666266 22.342317940319674),114.25700050666266,22.342317940319674
GS_BUS_STOP_VIEW.8272,8272,844603,822573,10/24/2022,POINT (114.25778676047936 22.342218213158628),114.25778676047936,22.342218213158628
GS_BUS_STOP_VIEW.8273,8273,844665,822400,10/24/2022,POINT (114.25838771911249 22.340655624225366),114.25838771911249,22.340655624225366
GS_BUS_STOP_VIEW.8274,8274,844672,822355,10/24/2022,POINT (114.25845543456107 22.3402492147076),114.25845543456107,22.3402492147076
GS_BUS_STOP_VIEW.8275,8275,844742,821991,10/24/2022,POINT (114.2591330234352 22.33696174562699),114.2591330234352,22.33696174562699
GS_BUS_STOP_VIEW.8276,8276,844775,821935,10/24/2022,POINT (114.25945306224938 22.336455870908495),114.25945306224938,22.336455870908495
GS_BUS_STOP_VIEW.8277,8277,845123,821252,10/24/2022,POINT (114.26282736491666 22.33028623466171),114.26282736491666,22.33028623466171
GS_BUS_STOP_VIEW.8278,8278,845113,821241,10/24/2022,POINT (114.2627302369795 22.33018694983569),114.2627302369795,22.33018694983569
GS_BUS_STOP_VIEW.8279,8279,844127,823630,10/24/2022,POINT (114.25317117023431 22.35176575394639),114.25317117023431,22.35176575394639
GS_BUS_STOP_VIEW.8281,8281,844056,823570,10/24/2022,POINT (114.25248159549209 22.35122424429683),114.25248159549209,22.35122424429683
GS_BUS_STOP_VIEW.8282,8282,843982,823620,10/24/2022,POINT (114.2517634328256 22.351676105825366),114.2517634328256,22.351676105825366
GS_BUS_STOP_VIEW.8283,8283,843839,823915,10/24/2022,POINT (114.25037655908804 22.354340754399388),114.25037655908804,22.354340754399388
GS_BUS_STOP_VIEW.8284,8284,843759,823774,10/24/2022,POINT (114.24959922747465 22.353067797789837),114.24959922747465,22.353067797789837
GS_BUS_STOP_VIEW.8285,8285,843952,824076,10/24/2022,POINT (114.25147438049987 22.35579417062075),114.25147438049987,22.35579417062075
GS_BUS_STOP_VIEW.8286,8286,843965,824078,10/24/2022,POINT (114.25160060037965 22.355812173490417),114.25160060037965,22.355812173490417
GS_BUS_STOP_VIEW.8287,8287,844053,824507,10/24/2022,POINT (114.25245703794732 22.35968588026664),114.25245703794732,22.35968588026664
GS_BUS_STOP_VIEW.8288,8288,844220,824600,10/24/2022,POINT (114.25407886222118 22.360524955213855),114.25407886222118,22.360524955213855
GS_BUS_STOP_VIEW.8289,8289,844503,824740,10/24/2022,POINT (114.25682717663052 22.361787896582292),114.25682717663052,22.361787896582292
GS_BUS_STOP_VIEW.8290,8290,844509,824732,10/24/2022,POINT (114.25688538870718 22.361715623478393),114.25688538870718,22.361715623478393
