id,STOP_ID,X,Y,LAST_UPDATE_DATE_STR,geometry,longitude,latitude
GS_BUS_STOP_VIEW.346,346,831426,815011,10/24/2022,POINT (114.12989324889472 22.273942207105932),114.12989324889472,22.273942207105932
GS_BUS_STOP_VIEW.348,348,831673,815920,10/24/2022,POINT (114.13228724763304 22.28215173141442),114.13228724763304,22.28215173141442
GS_BUS_STOP_VIEW.349,349,831743,816083,10/24/2022,POINT (114.13296602599999 22.283623909367225),114.13296602599999,22.283623909367225
GS_BUS_STOP_VIEW.351,351,832308,816266,10/24/2022,POINT (114.13844804954809 22.285277903467538),114.13844804954809,22.285277903467538
GS_BUS_STOP_VIEW.353,353,832509,816566,10/24/2022,POINT (114.14039777306698 22.287987541509573),114.14039777306698,22.287987541509573
GS_BUS_STOP_VIEW.354,354,832646,816570,10/24/2022,POINT (114.14172718419307 22.288023956935508),114.14172718419307,22.288023956935508
GS_BUS_STOP_VIEW.356,356,833118,816546,10/24/2022,POINT (114.14630742462208 22.287808147663274),114.14630742462208,22.287808147663274
GS_BUS_STOP_VIEW.360,360,834549,816423,10/24/2022,POINT (114.16019367304601 22.286699397151487),114.16019367304601,22.286699397151487
GS_BUS_STOP_VIEW.364,364,836256,815346,10/24/2022,POINT (114.17675791026761 22.2769742543019),114.17675791026761,22.2769742543019
GS_BUS_STOP_VIEW.365,365,836651,815181,10/24/2022,POINT (114.18059057071311 22.275484154724),114.18059057071311,22.275484154724
GS_BUS_STOP_VIEW.369,369,834849,812181,10/24/2022,POINT (114.16310852058626 22.248391645144668),114.16310852058626,22.248391645144668
GS_BUS_STOP_VIEW.372,372,833753,812133,10/24/2022,POINT (114.15247622496229 22.24795692794296),114.15247622496229,22.24795692794296
GS_BUS_STOP_VIEW.375,375,832217,813023,10/24/2022,POINT (114.13757319214598 22.255991306551508),114.13757319214598,22.255991306551508
GS_BUS_STOP_VIEW.378,378,832597,816220,10/24/2022,POINT (114.14125249780936 22.284863133228477),114.14125249780936,22.284863133228477
GS_BUS_STOP_VIEW.380,380,832693,816173,10/24/2022,POINT (114.14218414617099 22.284438895025723),114.14218414617099,22.284438895025723
GS_BUS_STOP_VIEW.381,381,832324,816133,10/24/2022,POINT (114.13860363381069 22.28407686620283),114.13860363381069,22.28407686620283
GS_BUS_STOP_VIEW.384,384,831882,816481,10/24/2022,POINT (114.13431372498654 22.28721845869567),114.13431372498654,22.28721845869567
GS_BUS_STOP_VIEW.388,388,834528,815850,10/24/2022,POINT (114.15999051477264 22.281524823356705),114.15999051477264,22.281524823356705
GS_BUS_STOP_VIEW.389,389,835664,815426,10/24/2022,POINT (114.171013681478 22.27769660153768),114.171013681478,22.27769660153768
GS_BUS_STOP_VIEW.393,393,831204,815956,10/24/2022,POINT (114.12773624307225 22.282475521920556),114.12773624307225,22.282475521920556
GS_BUS_STOP_VIEW.395,395,830685,815906,10/24/2022,POINT (114.12270034496149 22.282022389492074),114.12270034496149,22.282022389492074
GS_BUS_STOP_VIEW.396,396,830929,815925,10/24/2022,POINT (114.12506790718297 22.282194743556943),114.12506790718297,22.282194743556943
GS_BUS_STOP_VIEW.399,399,831546,816244,10/24/2022,POINT (114.13105396430286 22.285077313132717),114.13105396430286,22.285077313132717
GS_BUS_STOP_VIEW.401,401,834862,815652,10/24/2022,POINT (114.1632316073052 22.279737060942843),114.1632316073052,22.279737060942843
GS_BUS_STOP_VIEW.406,406,840122,809573,10/24/2022,POINT (114.21425599763757 22.224835887935246),114.21425599763757,22.224835887935246
GS_BUS_STOP_VIEW.407,407,839541,809428,10/24/2022,POINT (114.20862032433199 22.223527635660112),114.20862032433199,22.223527635660112
GS_BUS_STOP_VIEW.409,409,838621,810750,10/24/2022,POINT (114.19969885312354 22.235467711625553),114.19969885312354,22.235467711625553
GS_BUS_STOP_VIEW.412,412,837896,810961,10/24/2022,POINT (114.19266643788012 22.237374023526197),114.19266643788012,22.237374023526197
GS_BUS_STOP_VIEW.413,413,837563,810986,10/24/2022,POINT (114.18943625487931 22.237600073257237),114.18943625487931,22.237600073257237
GS_BUS_STOP_VIEW.417,417,836192,812151,10/24/2022,POINT (114.17613705702604 22.248121302218674),114.17613705702604,22.248121302218674
GS_BUS_STOP_VIEW.419,419,836206,815108,10/24/2022,POINT (114.17627276679723 22.274824960410417),114.17627276679723,22.274824960410417
GS_BUS_STOP_VIEW.420,420,835829,815076,10/24/2022,POINT (114.17261478573434 22.274535926120244),114.17261478573434,22.274535926120244
GS_BUS_STOP_VIEW.425,425,835343,815417,10/24/2022,POINT (114.16789899523532 22.27761518439007),114.16789899523532,22.27761518439007
GS_BUS_STOP_VIEW.427,427,835733,815147,10/24/2022,POINT (114.17168328672032 22.275177074998158),114.17168328672032,22.275177074998158
GS_BUS_STOP_VIEW.429,429,836267,815147,10/24/2022,POINT (114.17686464321294 22.275177156455694),114.17686464321294,22.275177156455694
GS_BUS_STOP_VIEW.431,431,836459,811893,10/24/2022,POINT (114.17872720593397 22.245791378463473),114.17872720593397,22.245791378463473
GS_BUS_STOP_VIEW.435,435,837930,811074,10/24/2022,POINT (114.19299636551077 22.23839445840768),114.19299636551077,22.23839445840768
GS_BUS_STOP_VIEW.437,437,838522,811080,10/24/2022,POINT (114.19873899883918 22.238447969989988),114.19873899883918,22.238447969989988
GS_BUS_STOP_VIEW.440,440,838960,809774,10/24/2022,POINT (114.2029855778937 22.226653260960514),114.2029855778937,22.226653260960514
GS_BUS_STOP_VIEW.441,441,839614,809608,10/24/2022,POINT (114.2093287519857 22.225153021455114),114.2093287519857,22.225153021455114
GS_BUS_STOP_VIEW.443,443,839889,809533,10/24/2022,POINT (114.21199593669392 22.224475164316914),114.21199593669392,22.224475164316914
GS_BUS_STOP_VIEW.444,444,840120,809585,10/24/2022,POINT (114.21423662749558 22.224944260765877),114.21423662749558,22.224944260765877
GS_BUS_STOP_VIEW.446,446,839863,809163,10/24/2022,POINT (114.21174292446953 22.221133859676335),114.21174292446953,22.221133859676335
GS_BUS_STOP_VIEW.448,448,840364,808229,10/24/2022,POINT (114.21659984099612 22.212698064896816),114.21659984099612,22.212698064896816
GS_BUS_STOP_VIEW.449,449,833595,811729,10/24/2022,POINT (114.15094413126407 22.24430829857624),114.15094413126407,22.24430829857624
GS_BUS_STOP_VIEW.450,450,834030,811615,10/24/2022,POINT (114.15516413170197 22.243279418342485),114.15516413170197,22.243279418342485
GS_BUS_STOP_VIEW.451,451,834181,811654,10/24/2022,POINT (114.15662888932506 22.24363180334105),114.15662888932506,22.24363180334105
GS_BUS_STOP_VIEW.452,452,834169,811633,10/24/2022,POINT (114.15651250778227 22.24344214460345),114.15651250778227,22.24344214460345
GS_BUS_STOP_VIEW.453,453,834014,811584,10/24/2022,POINT (114.15500896359364 22.242999446564745),114.15500896359364,22.242999446564745
GS_BUS_STOP_VIEW.454,454,833471,811704,10/24/2022,POINT (114.14974127715617 22.24408233571688),114.14974127715617,22.24408233571688
GS_BUS_STOP_VIEW.457,457,833413,811575,10/24/2022,POINT (114.14917886103704 22.242917283627712),114.14917886103704,22.242917283627712
GS_BUS_STOP_VIEW.458,458,833265,811586,10/24/2022,POINT (114.14774313835296 22.243016370615944),114.14774313835296,22.243016370615944
GS_BUS_STOP_VIEW.462,462,834442,812085,10/24/2022,POINT (114.15916029452698 22.24752431939824),114.15916029452698,22.24752431939824
GS_BUS_STOP_VIEW.467,467,834927,815647,10/24/2022,POINT (114.16386232135575 22.279691959337924),114.16386232135575,22.279691959337924
GS_BUS_STOP_VIEW.468,468,835073,815529,10/24/2022,POINT (114.16527907984482 22.27862645089186),114.16527907984482,22.27862645089186
GS_BUS_STOP_VIEW.469,469,836724,815502,10/24/2022,POINT (114.18129897719854 22.278382972697006),114.18129897719854,22.278382972697006
GS_BUS_STOP_VIEW.471,471,833052,816228,10/24/2022,POINT (114.14566761129603 22.284936285761674),114.14566761129603,22.284936285761674
GS_BUS_STOP_VIEW.472,472,833235,816085,10/24/2022,POINT (114.1474436375201 22.283645236503403),114.1474436375201,22.283645236503403
GS_BUS_STOP_VIEW.473,473,833382,816029,10/24/2022,POINT (114.14887015222824 22.283139772948815),114.14887015222824,22.283139772948815
GS_BUS_STOP_VIEW.474,474,833589,815947,10/24/2022,POINT (114.1508789057089 22.282399594421335),114.1508789057089,22.282399594421335
GS_BUS_STOP_VIEW.475,475,833886,812340,10/24/2022,POINT (114.15376615697672 22.249826465143613),114.15376615697672,22.249826465143613
GS_BUS_STOP_VIEW.476,476,834094,812205,10/24/2022,POINT (114.15578418176659 22.24860759822044),114.15578418176659,22.24860759822044
GS_BUS_STOP_VIEW.481,481,837646,815572,10/24/2022,POINT (114.19024532875147 22.27901462463832),114.19024532875147,22.27901462463832
GS_BUS_STOP_VIEW.482,482,834318,811455,10/24/2022,POINT (114.15795813137584 22.24183485791026),114.15795813137584,22.24183485791026
GS_BUS_STOP_VIEW.483,483,834154,811330,10/24/2022,POINT (114.15636739414327 22.240705830474955),114.15636739414327,22.240705830474955
GS_BUS_STOP_VIEW.484,484,833993,811413,10/24/2022,POINT (114.15480549028504 22.241455172956044),114.15480549028504,22.241455172956044
GS_BUS_STOP_VIEW.486,486,836576,815179,10/24/2022,POINT (114.1798628501249 22.27546610867191),114.1798628501249,22.27546610867191
GS_BUS_STOP_VIEW.487,487,835967,812090,10/24/2022,POINT (114.17395433198844 22.247570407226483),114.17395433198844,22.247570407226483
GS_BUS_STOP_VIEW.489,489,832134,812792,10/24/2022,POINT (114.13676855362245 22.25390502678601),114.13676855362245,22.25390502678601
GS_BUS_STOP_VIEW.490,490,832054,812666,10/24/2022,POINT (114.13599276787846 22.25276696982311),114.13599276787846,22.25276696982311
GS_BUS_STOP_VIEW.491,491,832110,812489,10/24/2022,POINT (114.1365365017171 22.251168677384324),114.1365365017171,22.251168677384324
GS_BUS_STOP_VIEW.493,493,835581,812384,10/24/2022,POINT (114.17020961663361 22.25022531568261),114.17020961663361,22.25022531568261
GS_BUS_STOP_VIEW.495,495,832311,812547,10/24/2022,POINT (114.13848631189711 22.25169292775728),114.13848631189711,22.25169292775728
GS_BUS_STOP_VIEW.496,496,832193,812461,10/24/2022,POINT (114.13734177696999 22.250916016280154),114.13734177696999,22.250916016280154
GS_BUS_STOP_VIEW.497,497,832055,812580,10/24/2022,POINT (114.13600269436596 22.251990334960485),114.13600269436596,22.251990334960485
