name,formatted_address,place_id,rating,user_ratings_total,types,latitude,longitude
惠康,"1058, 1060 King's Rd, Quarry Bay",ChIJr4MwbgsBBDQR5Z-5afqD_5k,3.6,125,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",22.2844478,114.2131917
Wellcome Supermarket,Shau Kei Wan,ChIJm-z-AngBBDQRFgo4yabfZok,3.5,37,"['supermarket', 'grocery_or_supermarket', 'food', 'store', 'point_of_interest', 'establishment']",22.2780979,114.2273315
Wellcome,"T.a.l. Building, 45-53號 Austin Rd, Yau Ma Tei",ChIJFbObguwABDQRG05xNySPTbs,3.9,143,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3033264,114.1699605
Kai Bo Food Supermarket,"Wan Chai, Wan Chai Rd, 234-236 號地下上層 A-C，D1-D3 舖 Shop A-C & D1-D3, UG/F, Hung Yip Building, 234-236 Wan Chai Road, Wan Chai Hung Yip Building",ChIJzX7sdFoABDQRIniBAfhc-h4,3.7,194,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2781177,114.1792806
PARKnSHOP - Lei Tung Commercial Centre,"香港仔鴨脷洲利東街市67及76號, Ap Lei Chau",ChIJlYLUuaeqBjQRD48AgWcBDVM,3.4,42,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2418154,114.155282
Wellcome,"2 Watford Rd, The Peak",ChIJpSG8VBMABDQRb4SLspWvZ0w,3.6,26,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2655783,114.1614458
PARKnSHOP (利東邨),"香港鴨脷洲利東邨道5號利東邨利東商場3樓1號舖 Shop No. 1, 3/F, Lei Tung Commercial Ctr, Lei Tung Estate, 5 Lei Tung Estate Rd, Ap Lei Chau",ChIJQXxzVhqrBjQRxh8WkOUuLlU,0.0,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2418452,114.1553723
PARKnSHOP Click & Collect (紅磡家維邨),"Ka Wai Chuen, 九龍紅磡馬頭圍道家維邨家義樓地下1-2號舖及家廉樓地下1-6號舖 Shop Nos. 1-2, LG/F, Ka Yee Lau & Shop Nos. 1-6, LG/F, Ka Lim Lau, Ma Tau Wai Rd, Hung Hom",ChIJF4xI_lABBDQRrsOJokVWk8Q,3.6,43,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3075943,114.1870153
Wellcome,"Shop A, G/F, Coble Court, 127-139 Ap Lei Chau Main St, Ap Lei Chau",ChIJw_81FqiqBjQRAqt-q3WnTDg,3.6,93,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2435242,114.1544351
Wellcome,"A, Albron Court, 99 Caine Rd, Central",ChIJKYjGwXsABDQRCj11JZRjzyo,3.9,156,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.282525,114.151123
PARKnSHOP Click & Collect (大坑浣紗花園),"G/F, Wun Sha Tower, 香港大坑浣紗街33-45號浣紗花園地下5-7號鋪 Shop 5-7, 33-45 Wun Sha St, Tai Hang",ChIJ__8PaasBBDQRVBxZPUis4GI,3.4,65,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2781944,114.1931651
Kai Bo Food Supermarket,"Shau Kei Wan, Kam Wa St, 26,28,30號地下A, B及C 舖 Shop A, B & C, G/F, Wing Wah Mansion, 26, 28 & 30 Kam Wa Street Shau Kei Wan Wing Wah House",ChIJV4Llqp0BBDQRLvbtd78LsXk,3.6,11,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2778803,114.2292411
Wellcome,"Port Centre, Basement 1, 38 Chengtu Rd",ChIJBXOVRQMABDQRajX1CGLjbAc,3.5,182,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2489347,114.1548449
Wellcome,"1/F Hing Wah PlazaNo, 111 Wan Tsui Rd, Chai Wan",ChIJReISEYYBBDQRyQvHRJ-ZZjg,3.5,33,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2661478,114.2342733
Kai Bo Food Supermarket,"North Point, Chun Yeung St, 91A 號地下 D 及 E 舖 Shop D & E, G/F., Ming Sau Building, 91A Chun Yeung Street, North Point Ming Sau Building",ChIJL1GkmwQBBDQR11OYpkJyjLc,3.3,66,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2914283,114.1979475
Kai Bo Food Supermarket,"Sai Wan Ho, Shau Kei Wan Rd, 60, 62 及 64號太康樓地下 G/F.,Tai Hong Building, 60, 62 & 64 Shau Kei Wan Road, Sai Wan Ho",ChIJz7bSNf0BBDQRxffsiXGYXio,3.6,144,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2829884,114.220962
Kai Bo Food Supermarket,"Sai Ying Pun, Third St, 43-47號Shop B, G/F, Tong Nam Mansion, 43-47 Third Street, Sai Ying Pun Tong Nam Mansion, 地下B舖",ChIJSci2AqP_AzQRvRU-jJqsusY,3.5,58,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2857947,114.1426682
Kai Bo,"North Point, King's Rd, 125號Shop A, G/F, Yuet Ming Building, 125 King's Road, Fortress Hill Yuet Ming Building, 地下A舖",ChIJWVin7QEBBDQR3a-4tZLm9zo,3.5,39,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2878017,114.192667
Kai Bo Food Supermarket,"Wan Chai, Cross St, 1-7號地舖A, A1, B1, B2 及C號 Shop A, A1, B1, B2 & C, G/F, Fu Yuen Building, 1-7 Cross Street, Wan Chai Fu Yuen Building",ChIJN6VLRBEBBDQR_IvaJo1w3T4,3.7,3,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2752745,114.1728989
Kai Bo Food Supermarket,"Hung Hom, Dock St, 99-109號HK 九龍 紅磡 船澳街99-109號地下1A9, 1A10及1A17B號舖 Shop 1A9, 1A10 & 1A17B, G/F",ChIJX8x-wPsBBDQRJQZZk3H8M1A,4.0,3,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.30614,114.1870494
Ka Hing Supermarket,Shau Kei Wan,ChIJX4uepHcBBDQR2k37KmpkCeY,3.7,677,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2800082,114.2252657
PARKnSHOP Click & Collect,"Shop 80, G/F, Western Garden 84, 84A First St, Sai Ying Pun",ChIJrdhjTYD_AzQRLGnsRMk6PAg,4.5,2,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.2864876,114.141381
PARKnSHOP Click & Collect (天水圍天耀邨),"新界天水圍天耀邨天耀廣場1樓L109及L110號舖 Shop L109 and L110, 1/F, Tin Yiu Centre, Tin Yiu Estate, Tin Yiu Rd, Tin Shui Wai",ChIJp_1P6IDwAzQR3cY6XqaUFZc,3.5,259,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4508413,114.0032658
Wellcome,"Ping Wui Centre, Shop 31, G/F, Ping Wui St, Yuen Long",ChIJ7XrZqp_wAzQRiJ8HEkrNUlo,3.6,181,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4464198,114.0222579
Wellcome Supermarket,"G/F, Golden Plaza, Shui Che Kwun St, Yuen Long",ChIJz7dKKqfwAzQRpjC97-DRXFc,3.7,90,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.445047,114.031234
PARKnSHOP Click & Collect (天水圍天瑞邨),"新界天水圍天瑞路9號天瑞商場2樓L101號鋪 Shop L101, Level 2, Tin Shui Shopping Centre, 9 Tin Shui Rd, Tin Shui Wai",ChIJgVlQpN7xAzQRF7V3XwdxEPQ,3.6,23,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.456209,113.9985312
Wellcome,"Kar Shing Building, Yltl 274, Kau Yuk Rd, Yuen Long",ChIJMUP6nAr6AzQRA4rdUGJZ5Y0,3.4,277,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4428502,114.0270616
Wellcome,"30, 1-14,16-21,24-30 1-14,16-21,24, 2 Tuen Lung St, Tuen Mun",ChIJRzNsDj37AzQRZV5NIv_nD7o,3.6,68,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3930497,113.9758466
惠康,"G F, 88-102 Kau Yuk Road, Shop P09-P10, Po Shing Bulding, Yuen Long",ChIJQUZAVHX6AzQR9Icz1f98huc,3.0,33,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.443119,114.0246466
百惠超級市場,"號地舖, 75 Castle Peak Rd - Yuen Long, Yuen Long",ChIJF3yL-33xAzQR9vXGDxHYreA,3.0,1,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4446304,114.0297904
PARKnSHOP Click & Collect (天水圍嘉湖銀座),"新界天水圍天恩路12-18號置富嘉湖第1期2樓220號鋪 Shop 220, 2/F, Phase I, Fortune Kingswood, 12, 18 Tin Yan Rd, Tin Shui Wai",ChIJheDmvXjxAzQRdXxjGiKmHL4,3.8,258,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4581208,114.0026573
百佳超級市場 PARKnSHOP,"Commercial Centre, Kingswood Villas, Phase I, Tin Shui Wai",ChIJeZ5zEH7wAzQR-Xcae2cH-18,3.2,81,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4516993,114.0005637
PARKnSHOP Click & Collect (元朗金馬大廈),"Comet Mansion, 新界元朗鳳翔路金馬大廈地下6-8, 16-26號舖 Shop 6-8 & 16-26, G/F, Fung Cheung Rd, Yuen Long",ChIJg9oLaRvxAzQR3vf7BwnDHWY,3.4,526,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4425159,114.0324707
Wellcome Supermarket,"36, G / F, Shizhou, 38 Yuen Long On Ning Rd, Yuen Long",ChIJYUrqCqHwAzQRCcc5SesiFU0,4.0,15,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4465877,114.0277788
Wellcome,"Ping Shan, Ping Ha Rd, 65號屏欣商場地下2號舖",ChIJ80g7LNr7AzQRRdNp0-PaMs0,3.3,19,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4460839,114.0033722
Wellcome,"Shop 2-3, G/F Treasure Court, Hung Shui Kiu",ChIJB8vxA4n6AzQRPOAoWT7hDHU,3.5,58,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4332925,113.9978501
Wellcome,"Hop Yick Centre, 31-47 Hop Yick Rd, Yuen Long",ChIJd8AxHQr6AzQRQo4VAwnJBsE,3.7,220,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4417444,114.0306516
Wellcome,"Shop No. 20-25, G/F Oceania Heights Shopping Mall, 2 Hoi Chu Rd, Tuen Mun",ChIJ78AOtED7AzQRn3fW94rWg1E,3.7,76,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.383652,113.9717978
PARKnSHOP Click & Collect (洪水橋洪福商場),"Shop 14, Hung Fuk Shopping Centre, 新界元朗洪水橋洪福邨洪福商場地下14號鋪, Hung Fuk Estate, Hung Shui Kiu",ChIJ9d0H04f6AzQR4qgX1nqcxd0,3.5,102,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4367335,113.9983623
Kai Bo - Tung Yik,"Yuen Long, Yu King Square, 8號Shop 1, G/F., Tung Yik Building, 8 Yu King Square, Yuen Long Tung Yik Building, 地下1號舖",ChIJlbaAjaDwAzQR6Mxyw6exG1c,3.0,41,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4440333,114.0287778
Kai Bo Food Supermarket,"Yuen Long, Tung Lok St, 19號19 Tung Lok Street, Yuen Long地下G/F",ChIJh458UofxAzQR23DBQ7uECWk,3.6,12,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.445422,114.0277483
PARKnSHOP Click & Collect (屯門欣田邨),"新界屯門欣田邨欣田商場地下G11號舖 Shop G11, G/F, Yan Tin Shopping Centre, Yan Tin Estate",ChIJMyFZ5T_7AzQRZ9V982Oh3oo,3.5,128,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4146755,113.9758564
Wellcome,"Forward Mansion, Yan Ching St, Tuen Mun",ChIJfxS1ySL7AzQR82X2qJyoTBc,3.3,83,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3958049,113.9759845
PARKnSHOP (屯門寶怡花園),"新界屯門良德街11號寶怡花園1樓7號舖 Shop 7, 1/F, Blossom Garden, 11 Leung Tak St, Tuen Mun",ChIJRUzN-WP7AzQRTpk8HJ2k1vk,0.0,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4078654,113.9685011
PARKnSHOP Click & Collect (天水圍嘉湖新北江商場),"G/F, Kingswood Richly Plaza, 新界天水圍天湖路1號嘉湖新北江商場地下1號舖 Portion A on, 1 Tin Wu Rd, Tin Shui Wai",ChIJh2ar65cHBDQRvE9Bt-YXOFE,3.0,1,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4517561,114.001319
Kai Bo - Tin Shui Wai,"Tin Shui Wai, Tin Wu Rd, １號嘉湖山莊新北江商場 1 樓 16-17 號舖 Shop 16-17, 1/F., Kingswood Richly Plaza, Locwood Court, Kingswood Villas 1 Tin Wu Rd, Tin Shui Wai",ChIJ0fb_Dn7wAzQRspy7Dsbf4G0,3.4,35,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4518744,114.0013806
Wellcome,"Kin Sang Estate Commercial Centre, Shop No. 207, 1/F, Shopping Centre, Tuen Mun",ChIJx84LZCf7AzQRcfH-dukojhw,3.4,166,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.407062,113.969557
Wellcome,"Fuk Hang Tsuen Rd, Lam Tei",ChIJE-X5ru_6AzQR9Fe-lshE4pI,3.9,167,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4197152,113.9862602
華潤超級市場（青松觀路）,澤豐花園購物商場閣樓,ChIJo23wrCH7AzQRBsYVKWI4nYA,0.0,0,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.403645,113.974971
Wellcome - Tai Hing,"45-53 Shopping Centre, Phase II, 1/F, Tai Hing Estate, Tuen Mun",ChIJkyO5oib7AzQRvJYkFu5zOT4,3.8,42,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4027451,113.9703958
百佳超級巿場,Tuen Mun,ChIJQWJhn4b7AzQRkorL4rTb2X4,2.3,10,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4146893,113.9758161
UNY 生活創庫 (元朗店),"Yuen Long, Kau Yuk Rd, 1號千色匯地庫一層",ChIJRSYkmfH7AzQRh6chyXtEPv0,3.9,188,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4426028,114.028452
Wellcome,"Shop 88, G/F, Glorious Garden, Lung Mun Rd, Tuen Mun",ChIJJfR2ZEj7AzQRbdXvrrGHTnY,3.7,38,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3833814,113.9646634
Kai Bo Food Supermarket,"Tin Shui Wai, Tin Sau Rd, 8號Shop G002, G/F, One Sky Mall, 8 Tin Sau Road, Tin Shui Wai One Sky Mall, G002舖",ChIJ_QW4MYrwAzQRacIUwnxemGw,3.3,43,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4643494,114.0035432
Wellcome - Tin Ching,Tin Shui Wai,ChIJ5wYykYnwAzQRsvJgcroTc5Y,3.5,185,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4625083,114.003154
Wellcome,"Tuen Mun, Tsing Min Path, 5號, Kim Po Building, 地下9室",ChIJTfeWoh_7AzQRso5G6yhCkXc,3.5,83,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.403756,113.978989
Kai Bo Food Supermarket,"San Hui, Ho Pong St, 155-165號新青街12-24號雅都花園地下G8舖 Shop G8, G/F, Eldo Court, 155-165 Ho Pong St, 12-24 San Tsing St, Tuen Mun",ChIJW2WIODX7AzQRwFtIRttG5Ts,0.0,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3978226,113.9755667
Wellcome,"11 Tsun Wen Rd, Tuen Mun",ChIJMyJKdST7AzQROimj3pk8XA0,3.3,29,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3992808,113.9717237
Bai Jia Supermarket,"PO Tin Shopping Centre, 1/F",ChIJiVXuBhH7AzQRtypN9Vhze7I,3.4,16,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4095104,113.9669393
Kai Bo Food Supermarket,"Tuen Mun, Tai Hing St, 1號HK 新界 屯門 大興街1號大興邨大興商埸L201號舖 Shop L201, 1/F, Tai Hing Shopping Centre, Tai Hing Estate",ChIJnZvoFo_7AzQRZf3ZeV93wFM,4.0,8,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4026547,113.9704672
Kai Bo Food Supermarket,"Tuen Mun, Leung Tak St, 12 號海麗花園 18 號舖 Shop 18, G/F., Venice Gardens, 12 Leung Tak Street, Tuen Mun",ChIJCZ_0kEL7AzQR96CK6Rfsagk,3.3,11,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4075798,113.9682833
K&F Family Market 錦豐家庭超市,Tuen Mun,ChIJFQJhUSz7AzQRDRL0iqy8_FM,0.0,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4086112,113.967794
YATA Supermarket Tuen Mun,"83 Tuen Mun Heung Sze Wui Rd, Tuen Mun",ChIJrcZTJyP7AzQRTO07LjTsmo4,3.8,2610,"['supermarket', 'department_store', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3965276,113.9744306
大生生活超市 DS Groceries,"Shop C on G/F and Cockloft Golden Hall Building Nos. 59, Castle Peak Rd - Yuen Long, Yuen Long",ChIJybZfxaDwAzQRKhGbDYj_GnY,3.9,70,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4446182,114.0302361
寶達食品超市 屯門友愛,"Tuen Mun, 鄉事會路2A號1樓 S128號鋪愛定商場S區號 H.A.N.D.S",ChIJtcwj8y37AzQRzkPlntdtmHI,0.0,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3883256,113.9764911
寶達食品超市 屯門富健,"Tuen Mun, 地下10號舖 Glorious Garden",ChIJgVhTPC_7AzQR1iWpSnNn7e4,0.0,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3841105,113.9651972
好來福生活百貨超市,"85號 Yuen Long On Ning Rd, Yuen Long",ChIJzQqdLhbxAzQRs_oumnXxuCo,5.0,1,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4459989,114.025368
fusion by PARKnSHOP,"Tai Wo Estate Block 11 Fook Wo House, Shop No. 301 Level 3 Tai Wo Plaza Tai Wo Estate, Tai Po Tai Wo Rd, Tai Po",ChIJ_1lIrzkIBDQRjIHGVTR-kSg,3.7,153,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.451395,114.1614948
Jin Wang Shipin Supermarket,"1號 Sui Wo Rd, Fo Tan",ChIJiT_v58AHBDQRkGQHlMg5bZU,0.0,0,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3974103,114.1921453
Park'N'Shop International (Hong Lok Yuen Branch),Hong Lok Yuen,ChIJt4Vdmy4IBDQRpLzm3OtCtBU,3.8,403,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4619705,114.1521352
fusion by PARKnSHOP - 駿景園,"Tsun King Rd, Fo Tan",ChIJ5VWB1TAGBDQRAf3LRm2966U,3.8,138,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3992451,114.2013976
PARKnSHOP Click & Collect (大埔大榮里),"地下 G/F, Foon Lok Mansion, 新界大埔大榮里16-22號, 16-22 Tai Wing Ln, Tai Po",ChIJedLNaz8IBDQRc1g59zEPsgE,3.3,376,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4473695,114.1664821
PARKnSHOP Click & Collect (火炭銀禧花園),"新界沙田火炭銀禧花園商場3樓 3/F, Jubilee Garden, 2-18 Lok King St, Fo Tan",ChIJ6xn6jz8HBDQRN4jW9YyYklM,3.6,39,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.396379,114.1997619
Wellcome,"1 On Ping St, Sha Tin",ChIJ_TRCaUcGBDQR9Cvs6NP02A8,3.6,26,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3905505,114.206349
Wellcome,"Shop No. 30, G/F, Wan Tau Tong Shopping Ctr, Tai Po",ChIJo1bHRxUIBDQRD_PzkOjaVTw,3.7,152,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4420238,114.1667061
Wellcome,"Shop 8, Chung on Shopping Centre, Chung on Est, Ma On Shan",ChIJAxGoW6UIBDQRUb1nyJqtaQ4,3.6,54,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.421811,114.226608
PARKnSHOP Click & Collect (馬鞍山富安花園),"新界沙田馬鞍山恆信街2號富安花園1樓食肆部份 1/F, Commercial and Garage Block of Chevalier Garden, No. 2 Hang Shun St, Ma On Shan",ChIJKcvZvhsGBDQRgWwPknRwnyA,3.6,352,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4050204,114.2233236
Wellcome - Saddle Ridge Garden,"Shop F 14 Commercial Centre, Saddle Ridge Garden, Ma On Shan",ChIJD6KWF7MIBDQRRfy8WE-XR8g,3.7,44,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4245824,114.2374484
PARKnSHOP Click & Collect (大埔富亨邨),"新界大埔富亨邨商場地下7號 Shop 7, G/F, Fu Heng Shopping Centre, Fu Heng Estate",ChIJMzewbUkIBDQRSNQa058RL7g,3.1,10,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4579566,114.1711681
Asia Food Supermarket,"26號 On Fu Rd, Tai Po",ChIJ-0tjJD8IBDQR0ayorE3sfbw,3.9,8,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4481818,114.1652803
PARKnSHOP Click & Collect (大埔菁泉雅居),"新界大埔翠樂街6號菁泉雅居地下9B號舖 Shop 9B, G/F, La Fontaine, 6 Chui Lok St, Tai Po",ChIJ1fnYQc8JBDQRwUk4hEdjjlw,3.4,27,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4526046,114.1642497
惠康 Wellcome,"Tat Wan Building, Shop B,B1,C1 G/F 10-16 &20- NT, Tai Kwong Ln, Tai Po",ChIJmwleYz8IBDQRxNls15cHbCA,3.5,38,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.446843,114.167367
Wellcome,"Shop Nos. 7-9, 1/F Shatin Galleria, Nos, 18-24 Shan Mei St, Sha Tin",ChIJmcRtHjUGBDQR6dK_0RW6e1M,3.0,19,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3972144,114.1936852
PARKnSHOP Click & Collect (沙田穗禾苑),"新界沙田穗禾路13號穗禾商場地下G17號舖 Shop No. G17, G/F, Sui Wo Commercial Centre, 13 Sui Wo Rd, Sha Tin",ChIJW-fo_koGBDQRCDeWwlnk1Z4,3.4,63,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.3919738,114.1944066
Wellcome,"Ma On Shan, 錦泰苑購物中心地下9號舖",ChIJgQTuLxwGBDQRx7ee6X-KKlI,3.6,72,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4088489,114.2221505
HKTVmall超級市場 (大埔大元商場店),"Tai Po, Ting Kok Rd, 10號, Tai Yuen Estate Market, 大元商場1樓5, 6A, 6B, 7, 8, 9號舖",ChIJd0cIkncJBDQRL6tXh_Jws5w,5.0,1,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4540291,114.167909
Wellcome,"Shop 32, Level 2, 1 On Tai Rd, Tai Po",ChIJE6t3zEcIBDQRROg4XKN_aeg,3.3,61,"['supermarket', 'grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment']",22.4529089,114.170445
Wellcome,"Tai Po Building, Shop P4-6, G/F, Bulding, No, Kwong Fuk Rd, Tai Po",ChIJQ0h9ND8IBDQRMpNfsYS0Ltc,3.5,150,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4489752,114.1659282
HKTV mall 超級市場,"Yiu On Shopping Centre, 2號 Hang Hong St, Ma On Shan",ChIJv0dbfYwJBDQRG30b5P0AZGw,2.6,5,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4204595,114.2306612
Fusion Click & Collect (大埔新達廣場),"新界大埔新達廣場2樓131-140號 Shop 131 - 140, Level 2, Uptown Plaza, 9 Nam Wan Road, Tai Po",ChIJVY6IPUAIBDQRXlbf25KQkkE,3.5,178,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.4436391,114.1690396
PARKnSHOP Click & Collect (沙田第一城),"Fortune City One Plus, 沙田第一城銀城商場地下46-80 號舖 Shop 46-80, G/F, 2 Ngan Shing St, City One - Shatin",ChIJ14Woq1YHBDQRvRObmk3BFpk,3.7,255,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.3871904,114.2027341
Kai Bo Food Supermarket,"Tai Po, Ting Kok Rd, 10號Shop 3-7, G/F, Tai Man House, Tai Yuen Estate, 10 Ting Kok Road, Tai po Tai Yuen Estate Tai Man House, 3-7號舖",ChIJqbDTVg4JBDQR0Z4MwJZCs8w,3.7,78,"['supermarket', 'grocery_or_supermarket', 'store', 'food', 'point_of_interest', 'establishment']",22.454691,114.1692835
